Date,Open,High,Low,Close,Volume
10/20/2017,308.66,311.18,302,304.51,8739.31764
10/21/2017,304.51,305.34,290,298.94,8591.63121
10/22/2017,298.99,306.99,290,293.79,7173.06893
10/23/2017,293.78,294.6,272.2,281.09,9658.78404
10/24/2017,282.27,310,275.5,297.38,14066.67924
10/25/2017,295.43,300,281,294.49,9703.09261
10/26/2017,294.1,299.76,291.03,294.71,7813.02717
10/27/2017,294.72,298.1,292.03,296.33,6272.14802
10/28/2017,296.14,297,290.1,291.87,5848.86589
10/29/2017,291.86,309.4,291.86,305,9019.13315
10/30/2017,305,316,302.1,307.25,8946.12026
10/31/2017,305.95,309.99,304.01,304.9,7640.41182
11/1/2017,304.89,305.9,286.34,287.01,9843.1666
11/2/2017,287.3,293,274.73,283.12,13423.8572
11/3/2017,283.12,307,282,304.08,8194.03465
11/4/2017,304.09,304.99,292.11,298.04,7828.41744
11/5/2017,298.1,302.14,293.13,295.53,6638.42119
11/6/2017,295.19,305.58,290.11,297.97,7515.50103
11/7/2017,297.25,303.52,287,291.78,9418.57881
11/8/2017,291.31,320,290.02,303.02,15961.85772
11/9/2017,303.6,329,299.5,317.87,11151.29946
11/10/2017,318.5,322.65,285.82,293.5,15597.16557
11/11/2017,293.52,318,291.91,310.02,10850.16279
11/12/2017,310.87,316.99,281.01,305.24,21123.15319
11/13/2017,304,318.88,303.7,312.99,15551.67434
11/14/2017,313,337.54,312.94,335.61,17709.2227
11/15/2017,335.6,339,324,331.33,15597.16131
11/16/2017,330.98,334.75,321.41,331.49,14145.71696
11/17/2017,331.49,334.6,323.84,331.23,18042.02544
11/18/2017,331.2,349.9,326.01,346.66,14361.4973
11/19/2017,346.66,373.56,343.07,354.15,19397.74898
11/20/2017,355.15,372.5,353.9,367.42,18277.0194
11/21/2017,367.42,375.5,350.02,362.12,26237.64398
11/22/2017,362.12,384.84,359,380.65,18121.58484
11/23/2017,380.63,425,370.02,405,25409.00111
11/24/2017,405.03,475,392.8,469,30398.35831
11/25/2017,467.57,484.47,450,461.82,21428.63117
11/26/2017,461,465,436.14,462.84,21691.11759
11/27/2017,462.84,486.94,453,472.31,23761.11416
11/28/2017,472.32,477.5,453.5,466.17,23967.24816
11/29/2017,466.17,515,385,421.7,51313.49571
11/30/2017,421.92,460,387.01,427.43,45184.22265
12/1/2017,428.05,465.97,413.74,457.51,33072.21995
12/2/2017,457.53,471.91,445,457.63,25796.14
12/3/2017,457.31,485.9,440.11,460.3,24490.05997
12/4/2017,460.3,470.98,445,466.67,23182.65949
12/5/2017,466.66,468.67,445.21,452.26,25387.11695
12/6/2017,452.26,455.1,400,411.01,38638.76036
12/7/2017,413.5,427.61,375.01,406.33,41343.73269
12/8/2017,406.52,456.78,390,442.56,41064.60305
12/9/2017,442.56,488,426.4,460,41918.34044
12/10/2017,460,460.05,403.2,427.35,34919.25938
12/11/2017,427.35,512,427.35,508.7,29763.16644
12/12/2017,508.44,639.27,494.89,620,59387.02259
12/13/2017,622,705.69,539.93,683.99,57694.18773
12/14/2017,683.98,747.6,630.5,679.76,60919.26902
12/15/2017,679.76,689,594.6,674.95,39778.16165
12/16/2017,673.75,712,669.22,682.81,26866.0533
12/17/2017,681.8,728,680.33,707.64,31398.4476
12/18/2017,707.62,798.88,638,784,45673.70777
12/19/2017,784,864.9,729.01,798,69423.62125
12/20/2017,798,828,661,790.21,72526.28416
12/21/2017,794.62,845.99,705.98,782.41,78222.53998
12/22/2017,784,796,504.99,635.97,154630.4948
12/23/2017,635.15,714.99,627.97,640.34,79001.05634
12/24/2017,640.33,667.64,563.49,658,95431.94156
12/25/2017,659.4,744,599.99,714.95,78544.84102
12/26/2017,713.12,750,712.56,750,60052.47905
12/27/2017,750,766.05,693.18,739.89,51339.2782
12/28/2017,739.89,744.93,645.88,707.89,72679.61288
12/29/2017,709.5,757.87,703,733.99,64028.12647
12/30/2017,732.9,735,635.82,681.06,89879.99994
12/31/2017,680.01,740,672.86,733.98,62628.24458
1/1/2018,733.01,763.55,716.8,754.99,53909.25885
1/2/2018,754.99,899.5,749.06,855.28,113257.7836
1/3/2018,855.13,950.01,810,934.03,89041.45688
1/4/2018,934.03,1009.72,890.01,940,102894.4738
1/5/2018,940,1045,930,959.3,97374.0163
1/6/2018,958,1017.56,950,1004.11,71954.27895
1/7/2018,1003.71,1125,999.9,1123.09,65278.81957
1/8/2018,1123.09,1239.18,910,1133.18,158831.548
1/9/2018,1133.18,1326.5,1104.85,1291,118702.8868
1/10/2018,1291,1440,1201.1,1247,160185.0129
1/11/2018,1249.03,1332.49,1021,1138.93,194546.2939
1/12/2018,1136.45,1288.5,1069.01,1253.87,93763.47261
1/13/2018,1253.87,1427.01,1252,1388.02,75893.43201
1/14/2018,1388.1,1391.89,1220.89,1347,98391.19585
1/15/2018,1347.99,1383.13,1258.12,1271,69236.70476
1/16/2018,1268.67,1275.01,780,1000,343889.3651
1/17/2018,999.99,1075.51,755,1000,436333.6733
1/18/2018,1000,1075.2,924.21,994,294545.7121
1/19/2018,993.3,1079,941,1032.5,167954.1125
1/20/2018,1032.5,1165.4,1031,1152.75,123352.5836
1/21/2018,1150.37,1152.69,998,1049,175031.0079
1/22/2018,1049,1090.15,908,993,185212.52
1/23/2018,993,1030,909,980,160159.6396
1/24/2018,981.2,1074,953.09,1061,134257.7947
1/25/2018,1060.34,1115,1030.26,1056.52,119415.935
1/26/2018,1055.29,1082,986,1051.03,145113.638
1/27/2018,1051.03,1127.99,1032.2,1118.99,96894.33839
1/28/2018,1118.99,1277,1112,1251.96,143510.7359
1/29/2018,1251.96,1258.89,1161.65,1177.01,105292.7681
1/30/2018,1177.01,1186.85,1051,1085.5,155278.554
1/31/2018,1084.63,1135,1029,1124.81,100372.0378
2/1/2018,1125.96,1164.99,981,1041.94,203355.2905
2/2/2018,1041.89,1047.2,783.67,922.3,377375.2287
2/3/2018,923.67,998,851,971,160037.8813
2/4/2018,971,975,789,823.56,186446.0316
2/5/2018,821.6,862.47,634.94,697.92,365516.529
2/6/2018,697.93,798,570.1,779.25,648944.4204
2/7/2018,779.99,849,714.18,754,356403.4441
2/8/2018,753.19,786.93,751,781.66,10516.2619
2/9/2018,781.66,882.2,781.66,877,95447.67289
2/10/2018,876.3,911.2,800,851.15,214818.0677
2/11/2018,851.15,857,768.28,808.99,189323.408
2/12/2018,808.58,877.56,807.46,866.66,143586.9312
2/13/2018,866.39,871,820,841.57,110305.9354
2/14/2018,841.57,924.99,841.3,919.09,150342.8556
2/15/2018,919.09,946.66,895.59,924.55,155637.7852
2/16/2018,924.55,948.48,901.36,938.67,115540.1635
2/17/2018,938.6,974,933.48,969.99,110091.0362
2/18/2018,969.99,978.5,897,911,160129.7952
2/19/2018,911,956.22,906.04,938.11,80099.49534
2/20/2018,939.17,961,873,882.99,120056.675
2/21/2018,882.99,908.88,812.87,835.89,176200.5515
2/22/2018,836.35,871.96,786.6,801.49,137561.8511
2/23/2018,801.47,885,785.99,851.6,154507.4134
2/24/2018,851.59,875,805,833.94,89311.5794
2/25/2018,833.92,849.5,813.18,841.19,59431.26474
2/26/2018,841.46,882,833,867.98,74911.4656
2/27/2018,867.98,897.49,860.69,870.11,63487.68425
2/28/2018,871.84,891,850.3,853.5,53620.45209
3/1/2018,853.5,879.96,848.65,870.63,43785.00503
3/2/2018,870.63,876.22,850,856.28,39436.26006
3/3/2018,856.27,870.78,852.3,856.02,34170.2942
3/4/2018,856.51,868,836.24,866.66,29735.01829
3/5/2018,866.61,871.75,847.2,849.84,30567.79813
3/6/2018,849.81,853.18,803.01,813.11,48658.06883
3/7/2018,813.31,826.2,718.4,749.9,109013.2838
3/8/2018,749.02,772.07,684,695.46,76312.77819
3/9/2018,695.48,727.92,640,723.71,116545.373
3/10/2018,723.65,745,673.06,680.58,63012.67972
3/11/2018,680.58,735,659.15,720.85,73967.35869
3/12/2018,721,740.5,676.31,697.11,67732.85988
3/13/2018,696.52,713.76,680,689.94,55735.18315
3/14/2018,690.16,703.54,585,610.1,89904.25415
3/15/2018,610.1,621.12,570,608.83,94426.72453
3/16/2018,608.83,625.3,584.15,599.05,64720.20994
3/17/2018,599.03,609.26,544,546.95,68022.4592
3/18/2018,547.98,560,450,537,248817.226
3/19/2018,537.39,560,515.8,556.88,184798.7706
3/20/2018,556.88,567.87,515,557,135426.9155
3/21/2018,557,590.52,545.11,559.17,117019.1732
3/22/2018,559.15,578.6,516,539.92,111106.1992
3/23/2018,539.78,544.72,506.71,543.03,106416.0675
3/24/2018,543.2,545.99,518.63,520.22,87710.78945
3/25/2018,521.17,536,512,523.74,71903.1713
3/26/2018,523.95,527.67,465.56,485,151084.2369
3/27/2018,485,491.55,446,448.5,138188.7604
3/28/2018,448.5,466,440.14,446.67,89895.47885
3/29/2018,446.07,449.43,380,384,225341.9432
3/30/2018,383.87,412.04,366,392.43,292254.7944
3/31/2018,392.4,419.4,388.52,393.92,167833.594
4/1/2018,393.93,399.91,356.9,378.58,150493.9942
4/2/2018,378.58,394.87,375,385.05,113242.1419
4/3/2018,385,419.08,380.13,415.01,137897.5557
4/4/2018,415,416.5,370,378.16,140598.3967
4/5/2018,378.15,387.03,365.61,381.22,120314.0588
4/6/2018,381.56,385.91,362.54,368.89,74458.69141
4/7/2018,368.89,394.75,368.28,384.51,71463.42848
4/8/2018,384.51,404.05,384,400.4,57395.52936
4/9/2018,400.4,431.99,387.1,399.44,151653.5041
4/10/2018,399.25,418.68,391.4,416.07,81394.29605
4/11/2018,415.53,433.54,410.38,429.52,86706.68627
4/12/2018,429.9,499,412.88,495.67,249766.3832
4/13/2018,494.3,530,480.22,495.11,251752.0878
4/14/2018,494.69,515,485.58,502.68,121283.3338
4/15/2018,502.68,535,502.51,533.88,108739.154
4/16/2018,533.88,538,497.31,511.46,130359.5255
4/17/2018,512.09,521.2,500.02,502.56,96541.96382
4/18/2018,502.56,526.99,501.12,526.09,73161.95251
4/19/2018,526.49,571.61,521.03,568.14,112235.7733
4/20/2018,568.14,622.17,556.5,617.09,160209.0395
4/21/2018,616.8,624.5,570.23,604.87,159364.9535
4/22/2018,604.87,643.49,589,620.92,120127.3728
4/23/2018,620.67,649.11,618.02,645.09,77475.70793
4/24/2018,644.58,712.99,643.76,701.58,171437.6697
4/25/2018,701.16,703.3,593.83,618,341439.5043
4/26/2018,617.73,666.19,600,661.51,155754.0082
4/27/2018,661.51,686.82,635.73,643.46,134803.4839
4/28/2018,643.41,694.9,638.76,682.86,113128.3634
4/29/2018,683.5,700.49,665.28,690.85,110020.2387
4/30/2018,690.85,695.3,662.2,670.78,112494.9172
5/1/2018,670.78,675.6,627.58,672,133123.6668
5/2/2018,671.99,691.99,663,688.56,86185.5033
5/3/2018,688.55,792.08,685.39,779,229419.209
5/4/2018,779,810,756.91,785.99,179924.4022
5/5/2018,785.8,832.66,781.56,819.5,128631.1876
5/6/2018,819.5,839.99,752.49,794.3,166871.16
5/7/2018,794.3,799.14,701,752.49,284237.0633
5/8/2018,753,777,720.02,748.99,135106.1962
5/9/2018,748.99,760.74,710.26,751.75,112353.3776
5/10/2018,752.4,769.88,720,722.52,102019.2993
5/11/2018,722.52,737.23,663,676.96,216953.5499
5/12/2018,676.96,690.2,633.2,684.11,166801.0749
5/13/2018,684.56,742,666.31,729.08,136022.3921
5/14/2018,729.08,743.9,686,727.49,183466.9224
5/15/2018,727.49,740,695,704.91,127191.2186
5/16/2018,704.91,712.84,673.52,706.29,118902.469
5/17/2018,706.8,719.25,662,667.62,106723.3838
5/18/2018,667.62,694.9,656,692.6,106541.6631
5/19/2018,693.26,717.8,682.31,697,88828.85641
5/20/2018,697,729.88,688.4,716.16,86004.7409
5/21/2018,716.16,720.46,688,696.7,96085.15451
5/22/2018,697.1,699.6,637.32,640.99,107059.5769
5/23/2018,640.86,669,560,577.19,257099.771
5/24/2018,577.19,612.1,550,602.18,195854.625
5/25/2018,602.08,617.46,568.7,585.55,118076.2627
5/26/2018,585.56,607.62,578.32,586,77654.12532
5/27/2018,586.03,592,557.43,570.4,97097.26713
5/28/2018,570.81,576.2,506.11,511.5,153197.8328
5/29/2018,511.5,573.43,510,567.36,189082.8379
5/30/2018,567.09,585.83,541.2,557.19,122132.2701
5/31/2018,557.87,586.73,552.98,577.81,100101.5228
6/1/2018,577.81,590.26,564.93,579,83840.84162
6/2/2018,579,599.17,572.9,590.85,80258.14719
6/3/2018,590.85,628.81,590.1,619.66,84123.33235
6/4/2018,619.66,625.47,580.15,591.02,96339.44507
6/5/2018,591.02,614,570.36,609.05,89053.74351
6/6/2018,609.29,613.35,593.4,607.4,70152.92117
6/7/2018,606.68,618,598.24,605.16,60174.1888
6/8/2018,605.2,608.45,593.33,598.68,49228.00755
6/9/2018,599.29,608.97,591,592.87,38908.0653
6/10/2018,592.44,592.87,501.13,524.11,190350.5843
6/11/2018,524.64,535.51,508.66,531.69,145813.0782
6/12/2018,531.08,538.88,482,493,158223.1481
6/13/2018,493,501.97,449.06,475.47,181842.1942
6/14/2018,475.47,529,460,519.29,206093.0733
6/15/2018,519.3,521,481.62,487.48,160532.5361
6/16/2018,487.47,503.28,483.72,496.74,131095.4517
6/17/2018,496.45,507.6,492.7,497.14,117316.9322
6/18/2018,497.15,524.48,487.27,517.95,143826.6827
6/19/2018,517.77,548.2,510.01,537.97,148148.3806
6/20/2018,537.68,542.02,515.08,536.49,123892.0424
6/21/2018,536.34,544.98,521.11,526.18,79862.90544
6/22/2018,526.32,526.44,450,462.09,212659.5344
6/23/2018,462.4,481,455,473.41,94465.26834
6/24/2018,473.4,475.81,419.53,454.41,198264.1008
6/25/2018,454.29,474.47,444.37,458.7,122942.1165
6/26/2018,459.04,460.81,429,429.34,84003.09976
6/27/2018,429.81,445.95,420.19,441.64,99156.36437
6/28/2018,441.36,443.96,416.45,420.22,112309.5671
6/29/2018,420.48,442,404.48,434.77,159495.3094
6/30/2018,434.77,463.15,434.51,454.09,157169.2024
7/1/2018,454.2,457.77,443.73,452.1,111226.6285
7/2/2018,452.14,481.83,444.16,476.25,182585.1102
7/3/2018,476.32,486.98,457,461.82,186954.5548
7/4/2018,461.78,482.7,458.02,467.38,101886.202
7/5/2018,467.19,480,458.8,467.87,125806.0083
7/6/2018,467.79,476,451.29,470.47,100428.648
7/7/2018,470.48,487.99,461.5,485.57,83629.95382
7/8/2018,485.57,495.98,482.05,486.77,144703.1363
7/9/2018,486.55,488.98,468.2,471.71,89532.14109
7/10/2018,471.73,473.23,427.69,432.48,173640.9762
7/11/2018,432.55,452.69,424.2,444.99,159022.5973
7/12/2018,444.99,445.36,416.94,431.14,181877.0792
7/13/2018,431.14,442.47,424.62,432.46,150320.3253
7/14/2018,432.43,440,428.26,433.19,122253.694
7/15/2018,433.2,455,430.52,449.78,140415.2705
7/16/2018,449.79,480.57,444.03,478.49,172440.7134
7/17/2018,478.49,512,465.29,498.76,215318.0676
7/18/2018,498.89,515.47,468.01,479.41,236137.8071
7/19/2018,479.4,484.15,462.57,468.57,171308.0671
7/20/2018,468.7,471.02,440,449.04,160873.3824
7/21/2018,449.04,468.97,441.18,460.23,74259.64067
7/22/2018,460.23,472.2,454.19,457.47,60684.89595
7/23/2018,457.47,469.82,447.11,450.05,106561.4608
7/24/2018,450.05,484.27,448.47,479.28,158286.759
7/25/2018,479.24,485.77,464,472.1,170475.5494
7/26/2018,472.11,485,460,462.64,173976.2192
7/27/2018,462.17,474,455.84,470.09,198304.7921
7/28/2018,470.09,472,460.82,469.29,156862.5936
7/29/2018,468.44,472,461.6,466.4,138747.5633
7/30/2018,466.4,469.79,446.1,456.23,179581.7942
7/31/2018,456.19,457.3,427,432.22,214913.5723
8/1/2018,432.2,434.99,406.55,420.41,209570.0844
8/2/2018,420.37,425.52,407.43,410.62,178421.1067
8/3/2018,410.62,420.01,396.61,417.52,201156.6115
8/4/2018,417.58,419.53,401.86,407.21,179498.5752
8/5/2018,407.21,413.24,400.16,408.79,158913.7721
8/6/2018,408.77,413.28,397.08,405.28,166496.4247
8/7/2018,405.19,412.76,369.19,378.21,207706.1108
8/8/2018,378.2,380.42,347.25,355.48,275047.1079
8/9/2018,355.48,369.9,350.51,363.3,244268.2057
8/10/2018,363.21,365.87,325.95,331.81,264274.1338
8/11/2018,331.88,332.98,304.45,317.69,335634.6724
8/12/2018,317.49,327.13,313.42,317.89,135524.7999
8/13/2018,317.96,321.99,280.68,283.81,307713.2221
8/14/2018,283.81,283.81,250,278.41,485174.3754
8/15/2018,278.47,304.45,276.3,281.12,438620.6416
8/16/2018,281.46,298.6,277.55,287.17,235665.2551
8/17/2018,286.84,318,285,317.51,342556.4607
8/18/2018,317.51,321.33,281.79,294.11,384021.3883
8/19/2018,294.1,307.4,288.2,299.42,288483.4484
8/20/2018,299.3,304.04,269.5,270.51,219153.7894
8/21/2018,270.51,285.9,269.7,281.21,224701.5767
8/22/2018,281.09,298.89,259.5,270.8,403936.783
8/23/2018,270.68,280.3,267.55,275.99,277304.6091
8/24/2018,276.06,283.1,270.22,281.19,271850.2137
8/25/2018,281.05,282.71,275.99,277.55,253375.4948
8/26/2018,277.54,277.91,268.69,274.29,232525.9497
8/27/2018,274.17,288.15,271.59,287.71,281020.6473
8/28/2018,287.71,298,282.66,295.44,318323.2897
8/29/2018,295.44,297,283.55,288.4,324275.4732
8/30/2018,288.35,291,271.88,283.89,336993.1441
8/31/2018,283.9,289,276.59,281.41,302663.3704
9/1/2018,281.46,302,281.34,295.71,294944.4401
9/2/2018,295.8,299.33,288.87,295.41,153300.0611
9/3/2018,295.51,296.62,285.99,289.09,274753.7006
9/4/2018,289.09,292.64,283,285.3,330102.19
9/5/2018,285.18,287.62,227,228.53,528734.3196
9/6/2018,228.28,233.19,212,229.7,552996.8657
9/7/2018,229.73,234.69,213.5,215.22,398379.8174
9/8/2018,215.19,220.2,190.01,196.71,318859.849
9/9/2018,196.87,208.6,185.02,195.81,429255.0259
9/10/2018,196.13,203.42,187.1,197.15,418489.8666
9/11/2018,197.22,200.2,176.16,185.18,476745.7922
9/12/2018,185.14,185.22,167.32,183.12,504047.7917
9/13/2018,183.17,215,183.15,210.68,739503.3405
9/14/2018,210.91,224.2,202.6,208.82,833945.8257
9/15/2018,208.55,227.42,207.64,221.29,441046.5293
9/16/2018,221.62,223.5,208.1,220.17,425538.5771
9/17/2018,220.24,225,192.4,196.16,825020.7745
9/18/2018,196.25,215.47,193.47,208.17,584366.1501
9/19/2018,208.42,214.84,197.58,209.79,496100.4664
9/20/2018,209.79,226.68,205.56,224,573632.2424
9/21/2018,224,252.11,220.66,247.73,841029.1295
9/22/2018,247.67,255.13,232.7,241.01,423740.7403
9/23/2018,241.01,249.73,237,244.5,235214.1492
9/24/2018,244.54,246.2,225.3,228.06,350139.1505
9/25/2018,228.06,228.1,203.61,219.62,710650.7097
9/26/2018,219.5,223.6,207.5,214.42,613754.2774
9/27/2018,214.38,234,205.01,229.13,582274.4409
9/28/2018,229.1,234.42,215.53,221.84,618434.6249
9/29/2018,221.89,237.77,214.18,231.62,604000.9559
9/30/2018,231.62,239,226.5,232.94,432195.4408
10/1/2018,233.04,235.88,224.46,231.61,322900.4613
10/2/2018,231.62,232.51,223.37,225.69,401305.3271
10/3/2018,225.7,226.43,216.51,220.77,275609.2622
10/4/2018,220.67,227.16,219.49,222.66,158137.4297
10/5/2018,222.66,231.75,219.35,228.37,137730.3579
10/6/2018,228.36,228.86,223.15,225.4,100257.5697
10/7/2018,225.39,227.75,221.48,226.14,74733.67253
10/8/2018,226.26,232.7,224.21,230.01,210989.422
10/9/2018,230.01,231.02,226.56,228.4,100246.1843
10/10/2018,228.4,228.78,224.05,226.74,122748.2141
10/11/2018,226.7,226.91,189.01,191.58,497258.8287
10/12/2018,191.55,201.87,190.04,196.96,216448.3922
10/13/2018,196.96,202.78,196.27,201.3,107215.5262
10/14/2018,201.39,203.56,194.33,197.01,110554.1936
10/15/2018,196.84,239,194.6,214.39,973857.7477
10/16/2018,214.39,219.95,211.55,215.09,145980.0984
10/17/2018,215.2,216.99,210,212.85,153768.8502
10/18/2018,212.9,215.3,203.53,206.24,150229.601
10/19/2018,206.25,208,204.21,205,254660.4864
10/20/2018,205.1,209.69,203.57,207.91,62376.6968
10/21/2018,207.91,211.99,206.74,207.49,83277.36128
10/22/2018,207.46,209.3,205,206.67,206046.8996
10/23/2018,206.67,207.8,202.14,205.85,112753.0414
10/24/2018,205.85,207.95,204.73,205.35,97128.82698
10/25/2018,205.35,205.94,202.88,203.93,77411.57217
10/26/2018,203.84,209,203,204.92,91143.83291
10/27/2018,204.92,206.15,203.09,204.45,50235.68329
10/28/2018,204.45,205.94,203.62,204.99,44394.83357
10/29/2018,204.99,205.49,195.28,196.96,118281.8227
10/30/2018,196.95,198.6,195.91,197.27,83633.81463
10/31/2018,197.24,201.45,193.01,198.73,114739.7042
11/1/2018,198.7,200.95,197.88,199.96,86097.98629
11/2/2018,199.93,203.74,199.34,202.35,97123.22813
11/3/2018,202.31,202.69,198.59,200.31,72084.92932
11/4/2018,200.27,218.76,199,212.11,182534.6216
11/5/2018,212.13,213.39,207.62,210.66,141432.1406
11/6/2018,210.64,221.25,209.11,220.74,197797.4953
11/7/2018,220.77,224.8,217.01,219.07,204931.0342
11/8/2018,219.06,220.78,212.49,212.79,189828.4945
11/9/2018,212.79,215.51,209.1,210.77,152215.9469
11/10/2018,210.78,215.55,209.02,213.25,131384.4789
11/11/2018,213.27,213.99,209,212.54,136268.8116
11/12/2018,212.6,214.22,210.9,212.89,99963.97203
11/13/2018,212.91,213.8,209.2,209.84,114466.3671
11/14/2018,209.84,210.3,176.16,187.43,434676.1683
11/15/2018,187.43,190,170.99,184.35,452416.1078
11/16/2018,184.35,185,173,176.89,241710.3476
11/17/2018,176.93,177.91,173.94,176.2,144804.7099
11/18/2018,176.2,182.94,176.1,178.97,141736.3226
11/19/2018,179.04,179.33,146.47,150.81,596789.8392
11/20/2018,150.76,154.7,126.95,133.82,996552.2872
11/21/2018,133.68,142.01,127.15,138.23,718957.7855
11/22/2018,138.36,140.4,125.64,126.63,334674.0719
11/23/2018,126.58,128.9,118.56,125.02,504352.2439
11/24/2018,125,130.81,112.32,114.89,471321.5676
11/25/2018,114.83,122.35,102.95,118.67,836233.3125
11/26/2018,118.65,121.5,106.41,110.68,679491.7387
11/27/2018,110.66,114.31,102.36,111.43,524024.4062
11/28/2018,111.38,126.8,111.37,122.9,578552.7412
11/29/2018,122.88,124,114.78,117.98,478777.3961
11/30/2018,117.99,120.26,111.09,113.73,418593.6353
12/1/2018,113.71,120.8,111.35,118.1,330159.0674
12/2/2018,118.09,120.73,116,116.57,273657.6215
12/3/2018,116.63,116.96,106.7,108.76,324446.0332
12/4/2018,108.76,113.2,106,109.94,275321.0063
12/5/2018,109.92,110.58,102.38,102.71,354071.5324
12/6/2018,102.73,104.68,90.2,91,586138.5904
12/7/2018,91.18,96.9,82.07,93.05,1030073.585
12/8/2018,93.06,98,84.55,90.38,698217.1253
12/9/2018,90.39,98.7,88.63,93.26,520519.3602
12/10/2018,93.26,95.21,88.11,89.91,408573.0293
12/11/2018,89.88,91.65,85.83,87.76,339991.8425
12/12/2018,87.77,91.31,86.63,89.41,285436.0403
12/13/2018,89.39,90.71,84.71,86.34,331218.3008
12/14/2018,86.35,87.25,82.2,83.82,318003.7343
12/15/2018,83.82,85,81.79,83.76,217360.6578
12/16/2018,83.75,87.64,83.73,84.67,241366.7631
12/17/2018,84.68,97,84.4,94.02,472252.2339
12/18/2018,94.03,101.3,91.34,100.39,529946.7918
12/19/2018,100.39,107.55,97.75,98.74,827748.591
12/20/2018,98.73,116,97.88,114.05,859612.5721
12/21/2018,113.71,118,104.76,107.69,666048.7179
12/22/2018,107.67,115.5,105.38,115.2,405672.8312
12/23/2018,115.18,131.94,114.91,129.03,936094.1049
12/24/2018,129.03,157.67,128.8,138.03,1319609.817
12/25/2018,138.01,139.26,119.68,127.6,1076164.128
12/26/2018,127.61,135.32,122.51,129.35,794834.056
12/27/2018,129.35,131.09,111.22,113.8,752177.9011
12/28/2018,113.75,136.66,111.87,135.3,894454.1905
12/29/2018,135.3,145.42,128.5,132.89,1006654.498
12/30/2018,133,139,127.03,137.77,704259.4161
